Order,Family,Genus,Species,genspec,ActivityCycle,Mass.g,Forearm.mm,BodyLen.mm,AgeatFirstBirth,BasalMetRate.mL02hr,BasalMetRateMass.g,DietBreadth,DispersalAge,GestationLen,HabitatBreadth,MaxLongevity.m,SexualMaturityAge.d,TeatNumber,Terrestriality,TrophicLevel,References,Mass.g.EXT,Area.km2,MaxLat.dd,MinLat.dd,MRLat.dd,MaxLong.dd,MinLong.dd,MRLong.dd,PrecipMean.mm,TempMean.C,AETMean.mm,PETMean.mm
Chiroptera,Vespertilionidae,Antrozous,pallidus,Antrozous_pallidus,NA,22.2,54.57,NA,NA,18.7,22,2,NA,59.08,1,109.2,NA,NA,2,3,209;224;543;544;657;747;1297;1384;1388;1658;1704;1784;1822;1948;2143;2144;2151;2215;2655;3023,NA,4228782,50.09,18.99,34.54,-74.13,-124.56,-99.34,36.48,136.23,460.29,1072.88
Carnivora,Mustelidae,Aonyx,capensis,Aonyx_capensis,2,19000,NA,802.19,NA,NA,NA,6,364.99,64.41,2,132,NA,4,1,2,543;1113;1297;2655;2986,NA,12128667,17.04,-34.83,-8.89,42.08,-17.53,12.27,92.7,231.73,924.25,1508.57
Carnivora,Mustelidae,Aonyx,congicus,Aonyx_congicus,NA,21600,NA,837.95,NA,NA,NA,6,NA,62.73,2,NA,323.18,4,1,2,1113;1297;2655,NA,4101954,9.17,-12.28,-1.55,30.96,8.69,19.82,135.86,239.31,1272.49,1545.39
Primates,Cebidae,Aotus,azarai,Aotus_azarai,1,963,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,2,2,139;730;1544;1547;2151;2344;2511;2655,NA,663508,-9.91,-24.19,-17.05,-57.59,-68.65,-63.12,101.09,246.21,1186.23,1410.79
Primates,Cebidae,Aotus,brumbacki,Aotus_brumbacki,1,603,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,2,2,1544;2151;2655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Primates,Cebidae,Aotus,hershkovitzi,Aotus_hershkovitzi,1,800,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,2,2,2151;2655,NA,5812,4.02,2.96,3.49,-73.65,-74.49,-74.07,129.17,209.51,1484.84,1491.67
Primates,Cebidae,Aotus,infulatus,Aotus_infulatus,1,800,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,2,2,2151;2655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Primates,Cebidae,Aotus,lemurinus,Aotus_lemurinus,1,881,NA,305,NA,NA,NA,4,NA,132.27,1,216,657.98,NA,2,2,139;730;1015;1544;1547;2151;2655;2986,NA,321846,11.11,1.32,6.21,-70.97,-82.54,-76.76,190.02,242.21,1489.89,1653.86
Primates,Cebidae,Aotus,miconax,Aotus_miconax,1,800,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,2,2,2151;2655,NA,70307,-3.98,-7.93,-5.96,-75.39,-78.64,-77.01,141.98,240.78,1334.38,1443.94
Primates,Cebidae,Aotus,nancymaae,Aotus_nancymaae,1,795,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,2,2,139;730;1544;1547;2151;2655;2986,NA,157986,-2.72,-6.47,-4.59,-66.61,-75.95,-71.28,228.04,261.24,1531.25,1533.13
Primates,Cebidae,Aotus,nigriceps,Aotus_nigriceps,1,1060,NA,358,NA,NA,NA,2,NA,NA,1,NA,NA,NA,2,2,139;730;1544;1547;1848;2151;2251;2655,NA,1674556,-2.03,-13.42,-7.72,-55.09,-76.5,-65.79,180.71,252.16,1432.2,1570.48
Primates,Cebidae,Aotus,trivirgatus,Aotus_trivirgatus,1,912,NA,358,883.3,459.45,972.5,3,NA,133.51,1,303.6,638.74,NA,2,2,139;208;543;730;1297;1547;1577;1611;1763;1767;1768;1822;1848;2151;2344;2464;2489;2493;2511;2520;2655;2660;2986;3088,NA,590942,9.06,-0.76,4.15,-60.35,-70.9,-65.62,178.6,247.71,1488.11,1676.33
Primates,Cebidae,Aotus,vociferans,Aotus_vociferans,1,873,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,2,1,139;730;890;1544;1547;2151;2655,NA,1226115,7.09,-4.95,1.06,-60.6,-78.2,-69.4,217.44,252.97,1476.39,1511.64
Rodentia,Aplodontidae,Aplodontia,rufa,Aplodontia_rufa,NA,806,NA,308.71,730,414.73,793,2,NA,29.99,1,120,696.83,NA,1,1,543;550;1297;1573;1822;1823;1849;1893;2655,NA,245596,50.14,36.3,43.22,-118.21,-124.73,-121.47,80.7,66.19,405.52,800.18
Rodentia,Muridae,Apodemus,agrarius,Apodemus_agrarius,NA,21.1,NA,NA,NA,NA,NA,NA,NA,19.89,NA,48,64.27,NA,NA,NA,456;543;730;1297;1577;2655,NA,11086860,61.75,21.9,41.83,139.02,8.68,73.85,51.66,48.51,510.09,598.47
Rodentia,Muridae,Apodemus,alpicola,Apodemus_alpicola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41908,47.87,43.78,45.82,14.94,6.42,10.68,87.45,18.31,569.11,605.81
Rodentia,Muridae,Apodemus,argenteus,Apodemus_argenteus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,361275,45.52,30.98,38.25,145.82,129.55,137.69,132.24,90.59,743.5,799.35
Rodentia,Muridae,Apodemus,arianus,Apodemus_arianus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,799983,37.78,29.28,33.53,58.78,34.89,46.83,32.71,147.73,328.94,1186.42
Rodentia,Muridae,Apodemus,chevrieri,Apodemus_chevrieri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1126695,34.72,22.36,28.54,111.25,98.05,104.65,99.99,109.25,877.77,1007.81
Rodentia,Muridae,Apodemus,draco,Apodemus_draco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2625474,40.03,22.93,31.48,122.7,97.47,110.08,94.03,126.52,871.7,977.94
Rodentia,Muridae,Apodemus,flavicollis,Apodemus_flavicollis,NA,31.6,NA,103.28,NA,152.28,40.5,NA,NA,24.5,NA,48,38.45,NA,NA,NA,274;456;543;730;1064;1297;1573;1577;1822;1998;2356;2620;2655;2678;2975;3127,NA,5559055,65.85,36.38,51.12,58.19,-6.23,25.97,54.15,61.52,436.47,506.65
Rodentia,Muridae,Apodemus,fulvipectus,Apodemus_fulvipectus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,741953,48.37,35.54,41.96,56.41,32.48,44.44,48.95,79.48,488.31,812.64
Rodentia,Muridae,Apodemus,gurkha,Apodemus_gurkha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25246,28.95,27.41,28.18,86.64,83.23,84.93,114.5,52.83,890.35,1164.42
Rodentia,Muridae,Apodemus,hermonensis,Apodemus_hermonensis,NA,20.7,NA,NA,NA,50.5,20.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1822;2655,NA,385,33.62,33.4,33.51,35.88,35.67,35.78,83.48,166.04,384.48,1374.77
Rodentia,Muridae,Apodemus,hyrcanicus,Apodemus_hyrcanicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6809,40.51,39.7,40.1,49.35,48.18,48.77,38.8,121.69,519.29,877.46
Rodentia,Muridae,Apodemus,latronum,Apodemus_latronum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,494407,31.65,22.73,27.19,103.91,96.15,100.03,145.12,58.48,863.27,1066.56
Rodentia,Muridae,Apodemus,mystacinus,Apodemus_mystacinus,NA,43.9,NA,NA,NA,70.64,42.3,NA,NA,23,NA,NA,NA,NA,NA,NA,1297;1822;2655,NA,1014798,45.35,31.94,38.65,44.36,14.79,29.58,56.17,102.85,456.18,983.79
Rodentia,Muridae,Apodemus,peninsulae,Apodemus_peninsulae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1297,NA,7650074,68.18,28.34,48.26,145.82,82.7,114.26,42.13,-20.28,443.07,541.95
Rodentia,Muridae,Apodemus,ponticus,Apodemus_ponticus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1101405,46.11,30.19,38.15,50.37,33.84,42.1,40.07,122.21,407.15,1000.32
Rodentia,Muridae,Apodemus,rusiges,Apodemus_rusiges,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76241,34.62,31.7,33.16,78.78,75.2,76.99,40.76,2.65,615.97,1013.02
Rodentia,Muridae,Apodemus,semotus,Apodemus_semotus,NA,25.8,NA,91.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,456;1770;3121,NA,36066,25.29,21.9,23.6,122,120.04,121.02,160.5,165.8,NA,NA
Rodentia,Muridae,Apodemus,speciosus,Apodemus_speciosus,NA,43.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,456;1297,NA,361275,45.52,30.98,38.25,145.82,129.55,137.69,132.24,90.59,743.5,799.35
Rodentia,Muridae,Apodemus,sylvaticus,Apodemus_sylvaticus,2,21.9,NA,87.65,85,56.98,22,4,NA,23.68,2,52.8,50.18,NA,2,2,37;38;239;274;370;421;456;476;543;730;908;944;1153;1297;1573;1577;1822;1849;1998;2372;2655;2662;2678;2805;2975,NA,5043251,62.04,33.01,47.53,39.79,-10.47,14.65,57.22,90.82,476.85,650.57
Rodentia,Muridae,Apodemus,uralensis,Apodemus_uralensis,NA,18.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1297;1577,NA,7273480,59.09,29.93,44.51,90.73,14.34,52.53,37.81,48.61,389.88,607.08
Rodentia,Muridae,Apodemus,wardi,Apodemus_wardi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640317,38.1,29.02,33.56,83.07,62.08,72.57,29.1,7.04,356.96,977.41
